 Sistema de Informação de Atenção Básica - Situação de Saneamento - Brasil
Nº FamíliasAb água-rede públAb água-poço/nasc.Ab água-outrosLixo-coletadoLixo-queim/enterrLixo-céu abertoFez.Urina-esgotoFez.Urina-fossaFez.Urina-céu abTip.Casa TijoloTip.Casa TaipaRevTip.Casa TaipaÑRevTip.Casa MadeiraTip.Casa Mat.AprovTip.Casa OutrosTrat.Água FiltradaTrat.Água FervidaTrat.Água CloradaTrat.Água s/Trat.Energia ElétricaFam.Benef. do PBFFam. com CADÚnico por Município
Período:Dez/2011
"Município";"Nº_Famílias";"Ab_água-rede_públ";"Ab_água-poço/nasc.";"Ab_água-outros";"Lixo-coletado";"Lixo-queim/enterr";"Lixo-céu_aberto";"Fez.Urina-esgoto";"Fez.Urina-fossa";"Fez.Urina-céu_ab";"Tip.Casa_Tijolo";"Tip.Casa_TaipaRev";"Tip.Casa_TaipaÑRev";"Tip.Casa_Madeira";"Tip.Casa_Mat.Aprov";"Tip.Casa_Outros";"Trat.Água_Filtrada";"Trat.Água_Fervida";"Trat.Água_Clorada";"Trat.Água_s/Trat.";"Energia_Elétrica";"Fam.Benef._do_PBF";"Fam._com_CADÚnico"
"230520 HIDROLANDIA";5539;3484;1453;602;3241;620;1678;18;4310;1211;4962;373;204;-;-;-;2868;23;2163;485;5484;-;-
"230523 HORIZONTE";15114;4409;4368;6337;14034;929;151;629;14115;370;14730;151;177;1;2;53;8586;132;3128;3268;15007;-;-
"230526 IBARETAMA";2440;415;462;1563;753;376;1311;69;1425;946;1722;456;243;5;1;13;472;33;1225;710;1680;-;-
"230530 IBIAPINA";6415;4207;2125;83;2747;1130;2538;48;5327;1040;5996;301;117;-;1;-;4571;23;1399;422;6307;-;-
"230533 IBICUITINGA";3482;2498;112;872;1583;1155;744;214;2704;564;3055;277;148;-;1;1;332;11;2894;245;3286;-;-
"230535 ICAPUI";5699;4693;741;254;4291;1312;85;8;4782;898;4180;994;343;9;34;102;1589;31;3424;644;5231;-;-
"230540 ICO";17531;10350;4984;2197;7871;2617;7043;4979;6881;5671;15522;1075;885;14;4;31;7668;166;6884;2813;13711;-;-
"230550 IGUATU";29036;23442;4818;776;22659;3089;3288;2426;23742;2868;26976;919;1136;4;1;-;20332;91;6935;1678;28803;-;-
"230560 INDEPENDENCIA";7880;4315;2496;1069;3499;2552;1829;2797;2752;2331;7833;16;29;-;-;2;4055;29;2946;850;7799;-;-
"230565 IPAPORANGA";3513;2159;963;391;1148;1466;899;6;3027;480;3304;122;84;1;-;2;213;42;2996;262;3370;-;-
"230570 IPAUMIRIM";3419;2125;1162;132;2163;671;585;863;1992;564;3138;205;72;2;2;-;1006;30;2257;126;3250;-;-
"230580 IPU";11690;6890;4047;753;6611;1262;3817;788;8425;2477;9914;1178;540;29;23;6;6239;68;3422;1961;10967;-;-
"230590 IPUEIRAS";11337;7523;2845;969;4822;3041;3474;1119;6955;3263;10208;716;305;6;4;98;3156;57;6849;1275;9769;-;-
"230600 IRACEMA";4057;3272;229;556;2891;446;720;542;2958;557;3826;89;116;2;2;22;2605;3;997;452;3911;-;-
"230610 IRAUCUBA";5830;3575;945;1310;3531;1040;1259;1971;2589;1270;4942;521;354;8;3;2;1240;37;3842;711;5191;-;-
"230620 ITAICABA";2332;1590;585;157;1682;603;47;-;2239;93;2278;29;15;1;5;4;1594;1;727;10;2300;-;-
"230625 ITAITINGA";9405;8629;608;168;8904;370;131;299;8851;255;8791;255;347;8;-;4;3251;87;4372;1695;9200;-;-
"230630 ITAPAGE";12527;8401;3003;1123;8517;1154;2856;1786;8068;2673;10969;824;616;15;6;97;6246;226;5152;903;11280;-;-
"230640 ITAPIPOCA";24117;10313;10692;3109;10061;5077;8977;1945;13761;8408;18563;2897;2597;15;22;21;8249;266;9277;6323;19402;-;-
"230650 ITAPIUNA";5162;2197;1119;1846;2214;843;2105;51;3654;1457;3845;812;492;2;-;11;1150;32;3784;196;4408;-;-
"230655 ITAREMA";9778;2003;7717;58;3084;6331;363;754;7924;1100;9095;330;305;11;10;27;395;92;8984;307;9481;-;-
"230660 ITATIRA";5371;2163;1532;1676;2701;673;1997;9;3219;2143;4266;585;518;1;1;-;1041;26;4296;8;4601;34;1
"230670 JAGUARETAMA";5237;3106;212;1919;2424;1328;1485;127;4034;1076;4852;154;230;-;1;-;2886;14;1946;391;5094;121;132
"230680 JAGUARIBARA";2914;2480;127;307;2234;379;301;1620;1117;177;2825;55;32;1;1;-;2146;8;675;85;2820;-;-
"230690 JAGUARIBE";10623;8303;1704;616;6700;1032;2891;376;8314;1933;9990;548;-;2;83;-;6650;89;1946;1938;10065;-;-
"230700 JAGUARUANA";9822;6777;2760;285;9822;-;-;120;7919;1783;8751;1028;-;23;17;3;3565;12;1238;5007;9694;-;-
"230710 JARDIM";8838;3593;4004;1241;2927;2295;3616;2560;1965;4313;7150;1032;642;1;6;7;3215;50;4126;1447;7784;-;-
"230720 JATI";2303;1338;779;186;1275;551;477;111;1730;462;1887;269;119;-;1;27;969;42;389;903;2224;-;-
"230725 JIJOCA DE JERICOACOARA";4581;2863;1702;16;2470;1528;583;126;4020;435;4553;20;5;1;2;-;1948;17;2331;285;4504;-;-
"230730 JUAZEIRO DO NORTE";67100;62988;3244;868;61595;3605;1900;30524;34658;1918;65826;966;185;25;10;88;45552;566;14043;6939;65676;-;-
"230740 JUCAS";7088;4461;1200;1427;3926;475;2687;1869;2847;2372;5284;851;942;6;-;5;4238;82;2360;408;6514;-;-
"230750 LAVRAS DA MANGABEIRA";9548;5876;1835;1837;4686;584;4278;1025;5366;3157;8723;499;310;4;-;12;3120;66;5402;960;8707;-;-
"230760 LIMOEIRO DO NORTE";13088;8795;3145;1148;9378;2615;1095;927;11122;1038;12419;259;298;8;6;98;11195;28;840;1025;12780;-;-
"230763 MADALENA";4427;2843;1117;467;2466;1210;751;241;3672;514;4182;131;109;3;2;-;1840;40;2247;300;4388;-;-
"230765 MARACANAU";53610;52450;920;240;51769;717;1124;30727;20009;2874;53170;191;232;2;8;7;44501;279;6726;2104;53236;-;-
"230770 MARANGUAPE";24180;18298;4008;1874;18822;2727;2631;1050;20326;2804;21402;1661;1068;18;12;19;11851;187;10458;1684;21757;-;-
"230780 MARCO";6943;5381;646;916;4079;1296;1568;251;5005;1687;6463;187;291;-;2;-;2929;12;2034;1968;6673;-;-
"230790 MARTINOPOLE";3368;2656;345;367;2584;154;630;26;2461;881;2502;388;474;1;2;1;75;29;2677;587;2885;-;-
"230800 MASSAPE";9815;6849;2041;925;6760;668;2387;708;6966;2141;8250;806;756;1;2;-;3207;49;5484;1075;9369;-;-
"230810 MAURITI";10531;5724;3921;886;5279;2830;2422;522;6842;3167;9224;704;360;4;2;237;3374;77;3772;3308;10027;-;-
"230820 MERUOCA";2978;450;2390;138;590;594;1794;101;2002;875;2153;521;282;-;-;22;1233;38;1461;246;2631;-;-
"230830 MILAGRES";7942;3860;3379;703;3390;3105;1447;141;5695;2106;6759;757;372;3;-;51;3505;38;2307;2092;7391;-;-
"230835 MILHA";4040;2145;931;964;1862;1126;1052;73;3093;874;3709;57;191;-;-;83;1464;59;2261;256;3756;-;-
"230837 MIRAIMA";3176;1597;891;688;1265;441;1470;107;1909;1160;2291;444;440;1;-;-;563;19;2378;216;2641;-;-
"230840 MISSAO VELHA";9971;6012;3242;717;4251;3294;2426;120;7463;2388;8454;1193;308;4;3;9;4348;67;3328;2228;9182;-;-
"230850 MOMBACA";11575;6032;2884;2659;4537;1627;5411;2486;4765;4324;11219;233;120;1;2;-;3344;53;6283;1895;11135;-;-
"230860 MONSENHOR TABOSA";4976;2790;1845;341;2715;476;1785;29;3772;1175;4841;80;55;-;-;-;2481;43;2220;232;4828;235;250
"230870 MORADA NOVA";19172;13792;2188;3192;9693;5615;3864;450;15361;3361;17516;887;762;4;2;1;13050;39;3945;2138;18415;-;-
"230880 MORAUJO";2258;1710;444;104;1236;104;918;42;1409;807;2147;67;44;-;-;-;20;4;2208;26;2098;-;-
"230890 MORRINHOS";5195;4106;493;596;3658;737;800;400;4460;335;4842;127;225;-;1;-;1070;22;3741;362;5022;-;-
"230900 MUCAMBO";4453;2921;1418;113;2637;145;1670;50;3394;1008;4017;102;48;-;2;284;2936;8;1152;356;4183;-;-
"230910 MULUNGU";2582;1217;1121;244;1329;143;1110;422;1777;383;2510;42;30;-;-;-;1059;19;1295;209;2486;-;-
"230920 NOVA OLINDA";4107;2654;830;623;2554;710;843;1293;2136;678;3430;525;145;5;1;1;771;15;2475;846;3864;164;188
"230930 NOVA RUSSAS";10733;8949;1574;210;6946;1087;2700;1076;8529;1128;10535;88;62;-;4;44;4446;37;5157;1093;10466;-;-
"230940 NOVO ORIENTE";7959;4395;3419;145;3993;3344;622;683;6496;780;7860;46;50;-;-;3;388;1884;5614;73;7464;-;-
"230945 OCARA";7080;2873;4100;107;2342;4532;206;49;6476;555;5973;902;192;3;9;1;525;51;5489;1015;6812;-;-
"230950 OROS";6823;5793;378;652;5084;685;1054;2324;3847;652;5422;858;539;1;-;3;2696;11;3740;376;6556;-;-
"230960 PACAJUS";12530;5574;5812;1144;8003;3198;1329;148;11042;1340;11676;508;297;4;6;39;6306;200;3188;2836;10765;-;-
"230970 PACATUBA";16454;15300;452;702;15108;496;850;12530;3300;624;15632;803;3;-;8;8;13736;122;1963;633;15994;-;-
"230980 PACOTI";3568;1941;1464;163;2162;234;1172;921;2233;414;3339;148;76;2;2;1;1489;46;1601;432;3354;-;-
"230990 PACUJA";1901;1281;530;90;1155;339;407;783;703;415;1678;92;129;1;-;1;1228;13;544;116;1723;-;-
"231000 PALHANO";2533;1869;250;414;1360;720;453;27;1868;638;2242;163;120;2;2;4;1140;8;1179;206;2297;-;-
"231010 PALMACIA";2956;1545;1042;369;1562;319;1075;85;2425;446;2529;232;193;1;1;-;1420;11;936;589;2813;-;-
"231020 PARACURU";10040;3584;6247;209;6833;2696;511;830;8191;1019;8444;919;645;8;9;15;3988;209;5016;827;8934;-;-
"231025 PARAIPABA";8654;5027;3262;365;4740;3581;333;2044;5986;624;7763;521;364;1;2;3;3093;128;4524;909;8388;-;-
"231030 PARAMBU";6102;1772;1297;3033;1227;1773;3102;215;2355;3532;5862;73;121;8;3;35;925;105;4490;582;5811;63;57
"231040 PARAMOTI";3175;1993;426;756;1471;589;1115;305;2196;674;2948;101;124;-;2;-;647;16;2437;75;3083;-;-
"231050 PEDRA BRANCA";11912;7342;1908;2662;6616;1415;3881;2156;5698;4058;11490;254;156;2;5;5;3286;59;7755;812;11011;-;-
"231060 PENAFORTE";2020;1329;538;153;1232;529;259;1088;472;460;1888;98;34;-;-;-;897;3;251;869;2005;-;-
"231070 PENTECOSTE";9902;6532;1096;2274;5736;2341;1825;1167;6759;1976;7604;1957;338;1;1;1;2150;93;7141;518;9258;-;-
"231080 PEREIRO";4656;2521;1544;591;1906;635;2115;36;4001;619;4452;95;108;-;-;1;1477;23;2895;261;4497;-;-
"231085 PINDORETAMA";7342;2114;4972;256;4683;2386;273;15;7024;303;6965;211;142;3;13;8;2419;63;4223;637;7004;-;-
"231090 PIQUET CARNEIRO";4628;3064;100;1464;2551;453;1624;2;4030;596;4388;126;114;-;-;-;6;6;4601;15;4595;-;-
"231095 PIRES FERREIRA";2686;1314;1250;122;943;1332;411;13;2048;625;2321;218;136;3;7;1;1632;8;878;168;2564;-;-
"231100 PORANGA";3441;2432;334;675;1540;341;1560;42;2308;1091;3309;61;33;2;1;35;300;20;2538;583;3047;-;-
"231110 PORTEIRAS";4677;2242;2326;109;1899;2017;761;1082;2408;1187;4042;478;157;-;-;-;879;3;3200;595;4619;-;-
"231120 POTENGI";3193;1886;981;326;1792;411;990;563;1785;845;2817;224;134;5;4;9;996;364;1484;349;2670;-;-
"231123 POTIRETAMA";1861;811;621;429;961;328;572;2;1480;379;1740;48;66;-;3;4;398;7;1254;202;1797;-;-
"231126 QUITERIANOPOLIS";5894;2534;1695;1665;1794;786;3314;604;2517;2773;5839;19;31;2;3;-;1577;16;2217;2084;5694;-;-
"231130 QUIXADA";18070;11721;2400;3949;11487;2809;3774;8747;5988;3335;14518;2112;1199;22;9;210;7470;243;4680;5677;15320;-;-
"231135 QUIXELO";5432;3198;1530;704;1642;554;3236;975;2122;2335;4288;489;653;-;-;2;1102;11;3584;735;5173;-;-
"231140 QUIXERAMOBIM";18886;12446;2451;3989;9684;4552;4650;4078;10680;4128;17321;543;558;2;4;458;4592;138;11826;2330;16801;-;-
"231150 QUIXERE";6285;5176;1037;72;5142;877;266;16;6080;189;5646;412;223;2;2;-;5054;3;380;848;6220;-;-
"231160 REDENCAO";8014;5438;2024;552;5234;1580;1200;177;7045;792;7134;536;342;-;2;-;2375;25;4429;1185;7954;-;-
"231170 RERIUTABA";5957;3343;2470;144;2903;966;2088;69;4443;1445;5224;496;232;-;-;5;2933;29;2080;915;5688;-;-
"231180 RUSSAS";19253;12588;5430;1235;12537;5809;907;3895;13668;1690;18359;479;392;14;3;6;13784;113;3078;2278;18283;-;-
"231190 SABOEIRO";5226;2637;697;1892;2109;211;2906;83;3073;2070;4785;167;270;1;-;3;879;39;3856;452;4611;-;-
"231195 SALITRE";4680;587;1866;2227;1617;944;2119;108;1997;2575;4654;11;10;3;2;-;830;194;2499;1157;3642;-;-
"231200 SANTANA DO ACARAU";8375;4333;2226;1816;3615;1232;3528;2288;3247;2840;7158;551;639;4;3;20;3883;41;3054;1397;7986;-;-
"231210 SANTANA DO CARIRI";4723;3245;478;1000;2515;1013;1195;1091;1871;1761;3798;664;189;-;2;70;1271;32;1764;1656;4586;-;-
"231220 SANTA QUITERIA";13796;8585;2473;2738;6613;1762;5421;589;9621;3586;12003;945;829;15;1;3;5152;87;6580;1977;13220;-;-
"231230 SAO BENEDITO";10245;4617;5321;307;3703;1402;5140;938;7250;2057;10084;112;11;-;26;12;3733;530;5634;348;10065;-;-
"231240 SAO GONCALO DO AMARANTE";13782;7315;5311;1156;8687;3599;1496;2616;9105;2061;11511;1374;855;7;26;9;6705;73;5840;1164;13505;-;-
"231250 SAO JOAO DO JAGUARIBE";2661;2542;31;88;1124;1061;476;595;1823;243;2648;4;7;1;-;1;2563;7;48;43;2636;-;-
"231260 SAO LUIS DO CURU";3905;2555;103;1247;2240;699;966;11;3279;615;3069;452;380;2;2;-;1996;7;1787;115;3708;-;-
"231270 SENADOR POMPEU";7847;5188;656;2003;4278;1595;1974;1187;5358;1302;7230;365;245;6;-;1;2557;39;4694;557;7524;-;-
"231280 SENADOR SA";1710;1176;446;88;687;257;766;185;919;606;1343;176;189;2;-;-;327;24;1346;13;1479;-;-
"231290 SOBRAL";56689;51401;3373;1894;45549;3641;7478;36610;12223;7835;50905;3399;2211;64;31;58;36586;369;12815;6898;55795;-;-
"231300 SOLONOPOLE";5318;3511;544;1263;2836;1097;1385;202;3865;1251;4981;119;217;-;1;-;1844;28;3211;235;5234;-;-
"231310 TABULEIRO DO NORTE";9143;6073;2347;723;5484;2508;1151;697;7615;831;8539;363;220;5;8;8;7022;42;860;1219;8516;-;-
"231320 TAMBORIL";6730;3112;2513;1105;2731;1261;2738;312;3673;2745;6099;412;210;4;3;2;1635;105;3277;1713;6065;-;-
"231325 TARRAFAS";2648;863;1775;10;948;103;1597;32;1584;1032;2628;17;2;-;-;1;162;33;2379;74;2588;-;-
"231330 TAUA";17959;11660;3015;3284;10518;3414;4027;2067;12554;3338;17658;111;173;14;2;1;7348;23;10072;516;17408;-;-
"231335 TEJUCUOCA";4713;2443;1388;882;2034;1551;1128;16;3670;1027;4053;336;323;1;-;-;241;6;4310;156;4167;-;-
"231340 TIANGUA";19285;14641;4213;431;10793;3270;5222;6347;9755;3183;17791;1066;386;12;11;19;11401;304;6137;1443;17619;-;-
"231350 TRAIRI";12617;4722;6928;967;5141;5401;2075;341;9293;2983;9686;1360;1433;10;38;90;6628;641;3534;1814;8986;-;-
"231355 TURURU";4206;2799;1101;306;1931;1245;1030;18;3155;1033;3486;328;344;-;6;42;389;8;3549;260;3734;-;-
"231360 UBAJARA";9030;5552;3391;87;4798;2852;1380;394;7673;963;8728;198;96;2;4;2;6756;39;2076;159;8980;-;-
"231370 UMARI";2235;1068;1024;143;751;587;897;14;1577;644;2077;83;75;-;-;-;628;4;577;1026;2181;-;-
"231375 UMIRIM";3987;3303;310;374;2385;987;615;9;3113;865;2911;602;473;-;-;1;617;13;3085;272;3836;-;-
"231380 URUBURETAMA";6444;4754;1321;369;4478;244;1722;94;5444;906;5789;370;284;1;-;-;2342;41;3950;111;6092;-;-
"231390 URUOCA";3723;2566;974;183;2267;322;1134;828;2028;867;3346;159;212;2;1;3;397;26;3250;50;3224;-;-
"231395 VARJOTA";5284;4331;865;88;3424;602;1258;308;4116;860;4843;274;158;7;-;2;3003;46;1790;445;5153;-;-
"231400 VARZEA ALEGRE";11818;8751;2921;146;7071;1668;3079;831;9032;1955;11264;298;251;-;5;-;8051;26;2226;1515;11639;-;-
"231410 VICOSA DO CEARA";10427;2656;6449;1322;2170;3547;4710;174;5606;4647;9879;434;10;8;2;94;2008;336;7705;378;8982;-;-
"240010 ACARI";3476;3063;252;161;3061;362;53;2436;1005;35;3469;4;3;-;-;-;655;14;2387;420;3435;-;-
"240020 ACU";14482;11298;1957;1227;10800;2111;1571;132;12977;1373;12167;888;1261;130;2;34;3009;61;9071;2341;13676;-;-
"240030 AFONSO BEZERRA";2742;1928;523;291;1628;759;355;1067;1425;250;2498;119;124;-;1;-;325;15;784;1618;2699;-;-
"240040 AGUA NOVA";768;613;124;31;544;63;161;5;703;60;768;-;-;-;-;-;441;20;303;4;737;-;-
"240050 ALEXANDRIA";3722;2325;1145;252;2103;196;1423;1211;1401;1110;3637;33;51;-;-;1;2005;37;446;1234;3556;-;-
"240060 ALMINO AFONSO";1557;1041;276;240;981;212;364;70;1353;134;1517;27;12;-;-;1;973;18;430;136;1436;-;-
"240070 ALTO DO RODRIGUES";3927;3688;208;31;3392;380;155;62;3747;118;3771;77;73;2;2;2;264;8;1976;1679;3878;-;-
"240080 ANGICOS";3266;3092;16;158;2696;291;279;85;3024;157;3069;62;134;-;-;1;180;15;2624;447;3210;373;489
"240090 ANTONIO MARTINS";1846;814;682;350;626;382;838;384;969;493;1825;4;13;-;-;4;526;18;584;718;1550;-;-
"240100 APODI";8481;5422;2428;631;4788;1590;2103;6;6945;1530;7220;472;579;2;2;206;2255;50;800;5376;7104;-;-
"240110 AREIA BRANCA";6988;6022;428;538;6438;425;125;107;6421;460;6510;306;166;1;4;1;4234;57;1150;1547;6859;-;-
"240120 ARES";3335;2593;676;66;2878;344;113;122;3063;150;2658;564;109;-;4;-;722;16;306;2291;3219;-;-
"240130 AUGUSTO SEVERO";2974;1610;306;1058;1502;398;1074;3;2090;881;2630;87;256;1;-;-;1029;17;780;1148;2759;-;-
"240140 BAIA FORMOSA";2222;1763;452;7;2008;48;166;24;2131;67;1811;262;142;4;1;2;444;16;539;1223;2201;-;-
"240145 BARAUNA";1601;1385;181;35;1293;121;187;9;1456;136;1071;213;278;-;1;38;180;8;167;1246;1479;-;-
"240150 BARCELONA";1132;910;63;159;635;441;56;4;1091;37;1126;5;1;-;-;-;24;11;1083;14;1112;-;-
"240160 BENTO FERNANDES";1351;1212;59;80;629;537;185;10;1238;103;1264;54;33;-;-;-;132;6;1147;66;1319;-;-
"240165 BODO";932;609;39;284;415;361;156;-;809;123;831;61;40;-;-;-;64;15;785;68;892;-;-
"240170 BOM JESUS";2669;2475;32;162;2042;551;76;11;2609;49;2656;6;3;2;2;-;373;15;1785;496;2611;-;-
"240180 BREJINHO";3150;2347;606;197;2226;769;155;239;2804;107;2950;162;38;-;-;-;553;39;1993;565;3008;-;-
"240185 CAICARA DO NORTE";1652;614;721;317;1512;77;63;20;1420;212;1442;135;53;-;15;7;180;8;739;725;1607;-;-
"240190 CAICARA DO RIO DO VENTO";1004;875;7;122;752;157;95;245;717;42;925;54;23;-;-;2;155;1;415;433;927;-;-
"240200 CAICO";20197;17914;1205;1078;17824;1728;645;12614;6207;1376;20023;125;38;-;7;4;4800;112;1505;13780;19711;-;-
"240210 CAMPO REDONDO";2695;1434;377;884;1616;753;326;1114;1328;253;2649;32;13;1;-;-;1032;8;1526;129;2560;-;-
"240220 CANGUARETAMA";8008;6917;479;612;6570;915;523;62;7073;873;6424;945;612;2;19;6;2424;73;1323;4188;7653;-;-
"240230 CARAUBAS";5964;4189;703;1072;3703;1152;1109;59;4746;1159;5551;226;181;-;3;3;2757;16;850;2341;5515;-;-
"240240 CARNAUBA DOS DANTAS";2276;1766;288;222;2132;98;46;22;2230;24;2274;-;2;-;-;-;1545;2;504;225;2255;-;-
"240250 CARNAUBAIS";2720;1924;316;480;1681;807;232;187;2049;484;1913;252;401;-;15;139;467;19;1751;483;2589;-;-
"240260 CEARA-MIRIM";15615;12225;2716;674;9663;5183;769;3525;11294;796;14254;824;452;14;17;54;4405;233;5124;5853;15182;-;-
"240270 CERRO CORA";3125;1945;305;875;1570;851;704;8;2547;570;2925;115;85;-;-;-;493;17;2147;468;2973;-;-
"240280 CORONEL EZEQUIEL";1459;542;329;588;661;354;444;28;1089;342;1392;45;22;-;-;-;406;17;914;122;1425;-;-
"240290 CORONEL JOAO PESSOA";1197;1050;77;70;428;56;713;5;883;309;1169;16;12;-;-;-;12;25;1111;49;1189;-;-
"240300 CRUZETA";2419;1941;384;94;1958;399;62;1312;996;111;2413;5;-;-;-;1;281;3;1813;322;2385;-;-
"240310 CURRAIS NOVOS";7944;6635;778;531;6432;1004;508;5965;1469;510;7754;103;43;3;7;34;3697;132;3407;708;7193;-;-
"240320 DOUTOR SEVERIANO";2151;1843;27;281;946;234;971;335;1561;255;2089;19;41;2;-;-;510;13;1622;6;2069;-;-
"240325 PARNAMIRIM";31999;31305;630;64;30855;504;640;457;31338;204;31802;101;59;5;16;16;15449;362;3244;12944;31589;-;-
"240330 ENCANTO";1486;965;422;99;986;306;194;121;1270;95;1477;2;6;1;-;-;1008;8;359;111;1442;-;-
"240340 EQUADOR";1808;1354;298;156;1476;143;189;726;1008;74;1807;1;-;-;-;-;145;37;1487;139;1764;-;-
"240350 ESPIRITO SANTO";2653;2059;522;72;1344;1009;300;435;2030;188;1986;540;126;1;-;-;669;14;534;1436;2598;-;-
"240360 EXTREMOZ";6185;5390;681;114;3971;2083;131;120;5955;110;6059;44;51;3;6;22;2427;169;1757;1832;5964;-;-
"240370 FELIPE GUERRA";1748;1332;257;159;1084;381;283;2;1473;273;1577;97;74;-;-;-;502;4;546;696;1653;-;-
"240375 FERNANDO PEDROZA";850;752;7;91;744;41;65;1;766;83;814;16;16;3;1;-;103;2;601;144;781;-;-
"240380 FLORANIA";2373;1929;224;220;1943;292;138;1629;666;78;2367;6;-;-;-;-;184;11;2102;76;2338;-;-
"240390 FRANCISCO DANTAS";909;641;154;114;668;8;233;6;895;8;909;-;-;-;-;-;227;1;471;210;882;-;-
"240400 FRUTUOSO GOMES";1111;972;124;15;730;178;203;23;1010;78;1105;4;1;-;1;-;830;4;174;103;1095;-;-
"240410 GALINHOS";568;80;474;14;555;6;7;2;550;16;546;5;7;-;3;7;15;5;394;154;551;-;-
"240420 GOIANINHA";7520;5189;1742;589;5747;1256;517;1287;5753;480;6359;794;346;5;2;14;1174;58;3120;3168;7264;-;-
"240440 GROSSOS";2850;2619;85;146;2455;270;125;13;2728;109;2658;102;84;1;1;4;1458;5;30;1357;2840;-;-
"240450 GUAMARE";4105;3583;196;326;3823;219;63;232;3805;68;3890;91;33;57;32;2;1065;17;2770;253;4069;-;-
"240460 IELMO MARINHO";3317;1075;1397;845;1440;1748;129;9;3124;184;3114;105;93;3;1;1;216;20;2225;856;3290;-;-
"240470 IPANGUACU";3321;2490;601;230;2052;759;510;124;2788;409;2649;366;288;5;5;8;1384;73;438;1426;3187;-;-
"240480 IPUEIRA";632;575;17;40;573;51;8;-;628;4;632;-;-;-;-;-;221;2;57;352;627;-;-
"240490 ITAU";1521;1344;71;106;1312;72;137;14;1438;69;1509;7;5;-;-;-;789;10;595;127;1470;-;-
"240500 JACANA";3239;622;2040;577;2441;337;461;5;3021;213;3202;8;26;3;-;-;1511;46;1425;257;3018;-;-
"240510 JANDAIRA";1669;1408;261;-;1303;314;52;5;1653;11;1351;245;73;-;-;-;77;12;1513;67;1660;-;-
"240520 JANDUIS";1489;1068;212;209;1094;60;335;40;1266;183;1459;19;11;-;-;-;109;2;1070;308;1450;-;-
"240530 JANUARIO CICCO";2163;1436;370;357;912;1067;184;130;1783;250;2142;13;8;-;-;-;100;19;1890;154;2051;-;-
"240540 JAPI";1750;969;105;676;1060;560;130;550;856;344;1628;89;33;-;-;-;137;6;1578;29;1599;-;-
"240550 JARDIM DE ANGICOS";635;297;3;335;209;380;46;1;610;24;580;22;32;-;1;-;20;3;332;280;595;-;-
"240560 JARDIM DE PIRANHAS";3789;3077;551;161;3054;384;351;23;3458;308;3680;87;21;-;-;1;827;15;2726;221;3728;-;-
"240570 JARDIM DO SERIDO";3643;2809;362;472;2874;598;171;2361;1126;156;3630;6;6;-;1;-;1179;13;321;2130;3562;-;-
"240580 JOAO CAMARA";8373;6443;1277;653;5997;1863;513;105;7775;493;7231;649;477;2;4;10;912;45;4101;3315;7677;-;-
"240590 JOAO DIAS";871;474;219;178;414;70;387;14;768;89;862;5;3;-;-;1;145;29;639;58;754;-;-
"240600 JOSE DA PENHA";1880;1573;241;66;1088;339;453;107;1569;204;1875;3;1;-;-;1;1231;7;291;351;1848;-;-
"240610 JUCURUTU";5010;4117;173;720;3479;829;702;819;3648;543;4847;36;120;-;3;4;1530;18;1662;1800;4750;-;-
"240615 JUNDIA";948;822;105;21;663;247;38;-;883;65;854;66;26;-;2;-;238;14;116;580;939;-;-
"240620 LAGOA D'ANTA";2133;2004;30;99;1726;331;76;17;2032;84;2076;41;13;2;1;-;435;35;1497;166;2126;-;-
"240630 LAGOA DE PEDRAS";1850;1178;550;122;802;852;196;3;1654;193;1698;102;47;-;1;2;96;9;1502;243;1736;-;-
"240640 LAGOA DE VELHOS";721;557;10;154;445;220;56;-;685;36;720;1;-;-;-;-;129;3;383;206;684;-;-
"240650 LAGOA NOVA";3550;3034;22;494;1788;1524;238;1356;2082;112;3512;22;4;1;2;9;31;3;3470;46;3534;-;-
"240660 LAGOA SALGADA";1983;1567;353;63;1197;619;167;9;1918;56;1976;5;2;-;-;-;46;8;1397;532;1936;-;-
"240670 LAJES";3175;2858;103;214;2630;419;126;1895;1200;80;3143;11;19;1;-;1;98;4;134;2939;3155;-;-
"240680 LAJES PINTADAS";1273;598;196;479;572;378;323;393;679;201;1217;33;23;-;-;-;32;4;1179;58;1179;-;-
"240690 LUCRECIA";1270;1047;13;210;1232;30;8;864;394;12;1270;-;-;-;-;-;1127;2;108;33;1239;-;-
"240700 LUIS GOMES";2663;2239;378;46;1834;215;614;4;2368;291;2658;4;1;-;-;-;1775;-;741;147;2634;-;-
"240710 MACAIBA";12765;11574;868;323;10435;2080;250;527;11804;434;12455;170;116;10;9;5;4407;106;1734;6518;11925;-;-
"240720 MACAU";6745;5483;945;317;5682;392;671;355;5680;710;5969;484;271;4;13;4;4427;54;321;1943;6464;-;-
"240725 MAJOR SALES";999;839;69;91;772;4;223;12;902;85;996;2;1;-;-;-;573;3;178;245;965;-;-
"240730 MARCELINO VIEIRA";2204;1434;239;531;1175;181;848;10;1649;545;2177;11;16;-;-;-;1396;17;549;242;2026;-;-
"240740 MARTINS";2383;1592;738;53;1477;283;623;3;2265;115;2367;15;1;-;-;-;1655;20;527;181;2325;-;-
"240750 MAXARANGUAPE";2246;1725;489;32;1643;550;53;3;2192;51;2067;94;49;-;7;29;282;9;1485;470;2156;-;-
