 Sistema de Informação de Atenção Básica - Situação de Saneamento - Brasil
Nº FamíliasAb água-rede públAb água-poço/nasc.Ab água-outrosLixo-coletadoLixo-queim/enterrLixo-céu abertoFez.Urina-esgotoFez.Urina-fossaFez.Urina-céu abTip.Casa TijoloTip.Casa TaipaRevTip.Casa TaipaÑRevTip.Casa MadeiraTip.Casa Mat.AprovTip.Casa OutrosTrat.Água FiltradaTrat.Água FervidaTrat.Água CloradaTrat.Água s/Trat.Energia ElétricaFam.Benef. do PBFFam. com CADÚnico por Município
Período:Dez/2013
"Município";"Nº_Famílias";"Ab_água-rede_públ";"Ab_água-poço/nasc.";"Ab_água-outros";"Lixo-coletado";"Lixo-queim/enterr";"Lixo-céu_aberto";"Fez.Urina-esgoto";"Fez.Urina-fossa";"Fez.Urina-céu_ab";"Tip.Casa_Tijolo";"Tip.Casa_TaipaRev";"Tip.Casa_TaipaÑRev";"Tip.Casa_Madeira";"Tip.Casa_Mat.Aprov";"Tip.Casa_Outros";"Trat.Água_Filtrada";"Trat.Água_Fervida";"Trat.Água_Clorada";"Trat.Água_s/Trat.";"Energia_Elétrica";"Fam.Benef._do_PBF";"Fam._com_CADÚnico"
"241415 TENENTE LAURENTINO CRUZ";1743;1636;53;54;1176;459;108;1;1711;31;1743;-;-;-;-;-;395;11;1255;82;1732;48;75
"241420 TIBAU DO SUL";2566;2399;162;5;2008;358;200;121;2381;64;2227;133;195;3;2;6;722;6;543;1295;2519;1;5
"241430 TIMBAUBA DOS BATISTAS";657;572;13;72;562;73;22;1;653;3;654;1;2;-;-;-;313;2;43;299;648;67;83
"241440 TOUROS";7102;5062;1788;252;3357;3405;340;285;6370;447;5806;845;384;11;22;34;2033;111;3634;1324;6254;-;-
"241450 UMARIZAL";3292;2691;337;264;2672;60;560;5;3179;108;3276;9;5;1;-;1;2061;17;1067;147;3212;1096;1162
"241460 UPANEMA";3671;2329;1101;241;2064;1111;496;2;3373;296;3351;179;141;-;-;-;1391;6;2240;34;3492;52;51
"241470 VARZEA";1322;1271;40;11;1180;83;59;4;1284;34;1293;23;6;-;-;-;118;19;1141;44;1280;-;-
"241475 VENHA-VER";970;535;229;206;184;69;717;10;517;443;962;3;2;-;-;3;18;10;920;22;960;-;-
"241480 VERA CRUZ";3524;2785;660;79;2890;585;49;1;3462;61;3490;20;8;-;5;1;388;6;214;2916;3467;206;234
"241490 VICOSA";493;458;20;15;455;16;22;68;421;4;492;1;-;-;-;-;14;2;441;36;479;20;31
"250010 AGUA BRANCA";2713;1523;544;646;1491;396;826;623;1346;744;2702;8;3;-;-;-;1338;7;1244;124;2635;1229;1406
"250020 AGUIAR";1774;837;284;653;812;147;815;451;423;900;1515;219;40;-;-;-;712;5;1020;37;1660;777;924
"250030 ALAGOA GRANDE";7885;5889;1308;688;5601;1194;1090;3415;3662;808;7013;648;212;1;1;10;3128;29;3378;1350;7205;1677;1419
"250040 ALAGOA NOVA";5844;2606;2996;242;3086;1900;858;2003;2392;1449;5766;40;36;-;2;-;2893;62;2448;441;5781;1768;1777
"250050 ALAGOINHA";3867;2961;563;343;2342;1145;380;219;2942;706;3303;387;174;1;-;2;718;12;2016;1121;3809;692;715
"250053 ALCANTIL";1612;9;526;1077;842;698;72;65;1125;422;1596;13;3;-;-;-;164;26;1362;60;1595;130;130
"250057 ALGODAO DE JANDAIRA";597;115;5;477;169;405;23;1;493;103;567;21;9;-;-;-;-;1;596;-;591;267;264
"250060 ALHANDRA";5213;4349;846;18;4082;703;428;16;5006;191;4718;255;236;1;2;1;325;23;3654;1211;5093;1312;1127
"250070 SAO JOAO DO RIO DO PEIXE";5132;1913;2551;668;2044;1855;1233;1357;2443;1332;5018;45;19;-;-;50;1473;15;2613;1031;4994;1394;1449
"250073 AMPARO";658;331;255;72;332;165;161;12;392;254;642;12;4;-;-;-;200;4;449;5;627;173;206
"250077 APARECIDA";2349;1531;532;286;1367;646;336;60;1628;661;2174;77;39;-;-;59;608;16;1685;40;2328;1037;960
"250080 ARACAGI";5080;2048;2406;626;2313;2041;726;200;3933;947;4825;163;51;30;3;8;525;74;3005;1476;4952;793;774
"250090 ARARA";3727;3015;212;500;3027;354;346;2655;893;179;3698;22;7;-;-;-;2752;10;603;362;3717;564;280
"250110 AREIA";5841;2596;2344;901;2346;1462;2033;1410;2697;1734;4563;782;359;1;54;82;2694;35;1585;1527;5174;81;82
"250115 AREIA DE BARAUNAS";555;320;180;55;221;53;281;271;53;231;535;4;16;-;-;-;74;3;313;165;549;195;288
"250120 AREIAL";1995;943;265;787;1335;452;208;786;1097;112;1985;5;-;-;-;5;704;27;1153;111;1980;90;119
"250130 AROEIRAS";4924;1620;592;2712;2381;1767;776;1077;2317;1530;4549;122;124;2;1;126;1254;42;2446;1182;4727;1387;1386
"250135 ASSUNCAO";555;320;180;55;221;53;281;271;53;231;535;4;16;-;-;-;74;3;313;165;549;195;288
"250140 BAIA DA TRAICAO";2071;2060;7;4;752;979;340;3;2052;16;1290;482;291;-;3;5;25;-;7;2039;1913;-;-
"250150 BANANEIRAS";5932;2304;2552;1076;2706;1512;1714;556;4033;1343;5710;153;55;3;3;8;2742;66;1750;1374;5864;2113;2183
"250153 BARAUNA";1444;1;128;1315;1174;189;81;411;966;67;1435;4;1;-;4;-;270;2;1134;38;1442;678;735
"250157 BARRA DE SANTANA";2350;338;898;1114;273;1593;484;12;1196;1142;2281;58;6;-;4;1;215;15;1887;233;2216;453;132
"250160 BARRA DE SANTA ROSA";4313;2562;284;1467;2776;1307;230;2451;1347;515;4241;64;7;-;1;-;580;27;3686;20;4274;1834;457
"250170 BARRA DE SAO MIGUEL";1418;705;262;451;791;578;49;61;1024;333;1387;18;10;-;-;3;433;4;717;264;1371;431;486
"250180 BAYEUX";24662;24403;241;18;23932;90;640;3201;19356;2105;24467;129;57;4;5;-;4899;126;18239;1398;24600;3952;1197
"250190 BELEM";5195;4356;517;322;4307;469;419;4287;513;395;5084;52;57;-;1;1;1738;24;1871;1562;5135;2;3
"250200 BELEM DO BREJO DO CRUZ";2283;1538;366;379;1532;345;406;678;992;613;2110;108;65;-;-;-;319;11;1649;304;2183;125;23
"250205 BERNARDINO BATISTA";908;644;234;30;311;355;242;1;727;180;905;-;3;-;-;-;281;1;625;1;894;459;698
"250210 BOA VENTURA";1637;1036;402;199;898;183;556;14;1107;516;1500;106;29;1;1;-;336;14;1277;10;1595;8;12
"250215 BOA VISTA";1858;1152;78;628;1032;715;111;39;1603;216;1824;26;5;1;1;1;500;12;1294;52;1837;115;148
"250220 BOM JESUS";820;607;207;6;527;210;83;4;689;127;813;4;-;2;-;1;305;1;512;2;817;236;265
"250230 BOM SUCESSO";1717;816;716;185;735;182;800;173;646;898;1697;11;7;-;-;2;765;3;582;367;1555;-;-
"250240 BONITO DE SANTA FE";2827;2162;62;603;2078;124;625;1387;920;520;2748;35;44;-;-;-;636;5;1869;317;2802;524;506
"250250 BOQUEIRAO";4960;3532;211;1217;3544;992;424;2437;1487;1036;4735;148;73;-;1;3;2104;31;2408;417;4819;512;480
"250260 IGARACY";1609;1109;295;205;1021;144;444;561;547;501;1428;113;68;-;-;-;783;39;731;56;1513;-;-
"250270 BORBOREMA";1557;1110;441;6;937;66;554;797;390;370;1391;19;14;94;39;-;317;45;461;734;1531;19;18
"250280 BREJO DO CRUZ";3684;2796;521;367;2837;314;533;2527;415;742;3491;45;148;-;-;-;649;9;860;2166;3672;1240;1347
"250290 BREJO DOS SANTOS";1783;1434;345;4;1325;92;366;51;1453;279;1745;1;7;-;-;30;670;10;1095;8;1755;-;-
"250300 CAAPORA";6203;5576;529;98;5180;241;782;12;5993;198;5363;495;341;-;3;1;230;11;2968;2994;6183;1731;1702
"250310 CABACEIRAS";1513;901;260;352;736;496;281;401;801;311;1506;6;1;-;-;-;529;6;826;152;1502;333;331
"250320 CABEDELO";12264;12180;57;27;11736;169;359;704;10792;768;12075;18;15;6;145;5;4765;75;2557;4867;12210;289;289
"250330 CACHOEIRA DOS INDIOS";2773;1619;1096;58;1015;1090;668;263;1986;524;2741;17;15;-;-;-;837;16;1551;369;2736;599;722
"250340 CACIMBA DE AREIA";1138;521;322;295;552;539;47;518;515;105;1130;2;2;-;-;4;18;-;985;135;1129;553;708
"250350 CACIMBA DE DENTRO";2;-;2;-;1;-;1;-;1;1;2;-;-;-;-;-;-;1;-;1;2;-;-
"250355 CACIMBAS";1867;677;1022;168;705;542;620;458;663;746;1779;26;57;-;-;5;270;4;1377;216;1772;223;256
"250360 CAICARA";2073;1395;203;475;1369;230;474;611;1176;286;1890;106;51;-;-;26;721;12;1166;174;1979;157;157
"250370 CAJAZEIRAS";15800;12505;1867;1428;10991;1878;2931;5729;7575;2496;15390;238;110;4;1;57;8568;112;3913;3207;15209;1083;983
"250375 CAJAZEIRINHAS";943;395;43;505;283;323;337;48;496;399;899;12;32;-;-;-;71;2;867;3;936;53;53
"250380 CALDAS BRANDAO";1501;1102;153;246;1115;314;72;23;1307;171;1272;158;48;-;1;22;316;2;567;616;1434;55;55
"250390 CAMALAU";1863;827;499;537;840;306;717;77;1111;675;1828;24;10;-;-;1;328;8;1328;199;1846;419;507
"250400 CAMPINA GRANDE";94733;91316;1494;1923;86836;4116;3781;71747;15798;7188;93742;458;436;22;43;32;58181;689;11303;24560;88665;3406;2885
"250403 CAPIM";1894;984;906;4;1423;317;154;86;1674;134;1401;370;60;-;-;63;166;12;1361;355;1888;61;45
"250407 CARAUBAS";1258;571;243;444;567;312;379;286;272;700;1241;13;3;-;1;-;230;10;919;99;1219;256;264
"250410 CARRAPATEIRA";634;486;146;2;507;3;124;2;595;37;627;7;-;-;-;-;169;-;455;10;631;-;2
"250415 CASSERENGUE";1981;1053;68;860;1042;382;557;592;730;659;1878;61;42;-;-;-;474;7;1442;58;1936;712;33
"250420 CATINGUEIRA";1358;816;150;392;810;334;214;67;1061;230;1272;38;48;-;-;-;27;5;1323;3;1342;408;451
"250430 CATOLE DO ROCHA";8567;6462;1821;284;6415;1502;650;2409;5177;981;8378;53;104;3;2;27;4424;32;2691;1420;8489;2250;2330
"250435 CATURITE";1568;701;44;823;857;675;36;276;890;402;1544;13;11;-;-;-;397;12;1096;63;1552;133;122
"250440 CONCEICAO";4112;2280;1532;300;2223;30;1859;260;2114;1738;3613;276;223;-;-;-;1290;12;1320;1490;3681;20;18
"250450 CONDADO";2150;1386;404;360;1377;459;314;846;889;415;2048;37;25;-;-;40;1094;11;1019;26;2100;685;587
"250460 CONDE";7256;3498;3559;199;4415;1598;1243;23;6519;714;6133;583;501;9;14;16;1027;148;3009;3072;7098;1024;1253
"250470 CONGO";1648;1193;196;259;917;611;120;656;615;377;1629;12;7;-;-;-;719;18;879;32;1612;-;2
"250480 COREMAS";4761;3594;76;1091;3332;694;735;2418;1362;981;4169;361;231;-;-;-;895;20;3821;25;4645;2005;1951
"250485 COXIXOLA";636;528;20;88;288;64;284;248;98;290;615;10;11;-;-;-;309;5;319;3;618;9;15
"250490 CRUZ DO ESPIRITO SANTO";4405;2248;1408;749;1782;1136;1487;741;2733;931;3813;368;204;14;4;2;208;24;804;3369;4180;4;1
"250500 CUBATI";2098;1349;36;713;1354;659;85;202;1543;353;2022;36;38;-;2;-;80;4;2007;7;2043;-;-
"250510 CUITE";6227;4274;160;1793;4303;1349;575;577;5110;540;6162;47;7;7;4;-;2539;39;3363;286;6193;1109;1105
"250520 CUITEGI";1842;1721;115;6;1449;306;87;47;1764;31;1771;49;10;9;2;1;64;9;1765;4;1819;454;476
"250523 CUITE DE MAMANGUAPE";2027;852;949;226;622;1078;327;227;1339;461;1678;229;92;4;-;24;529;24;592;882;1958;40;33
"250527 CURRAL DE CIMA";1577;443;1126;8;283;713;581;7;1209;361;1282;141;108;1;42;3;78;3;32;1464;1548;250;17
"250530 CURRAL VELHO";541;502;25;14;503;3;35;26;481;34;531;9;1;-;-;-;11;11;518;1;537;129;120
"250535 DAMIAO";1491;586;6;899;815;611;65;-;1348;143;1433;20;14;-;1;23;40;7;1432;12;1479;151;169
"250540 DESTERRO";2432;1718;233;481;1688;350;394;991;1150;291;2402;17;13;-;-;-;349;8;2021;54;2429;884;1008
"250550 VISTA SERRANA";1051;479;279;293;478;334;239;152;605;294;989;35;27;-;-;-;257;3;550;241;1038;66;31
"250560 DIAMANTE";2234;1331;269;634;1235;100;899;201;1233;800;2011;153;66;1;-;3;952;11;1094;177;2168;316;309
"250570 DONA INES";3092;1144;469;1479;1303;892;897;89;2329;674;2710;305;52;-;-;25;597;12;1928;555;3055;-;-
"250580 DUAS ESTRADAS";1221;991;39;191;984;193;44;638;531;52;1214;7;-;-;-;-;685;-;489;47;1219;205;208
"250590 EMAS";834;561;103;170;536;34;264;177;461;196;796;8;29;-;-;1;153;3;292;386;801;24;25
"250600 ESPERANCA";9179;5725;1308;2146;6665;935;1579;2467;4358;2354;9038;104;31;4;2;-;2179;56;6481;463;9042;790;701
"250610 FAGUNDES";3440;1598;1072;770;1670;1198;572;97;2325;1018;3327;93;19;-;-;1;656;6;2605;173;3409;1293;1509
"250620 FREI MARTINHO";1092;822;253;17;696;379;17;661;398;33;1089;3;-;-;-;-;88;2;988;14;1080;206;215
"250625 GADO BRAVO";2266;79;56;2131;134;1250;882;7;678;1581;2163;36;66;1;-;-;181;30;1528;527;2096;6;6
"250630 GUARABIRA";16287;15320;686;281;14392;1232;663;7985;7755;547;15761;224;120;1;5;176;7863;74;4171;4179;16027;1107;244
"250640 GURINHEM";3797;1899;629;1269;2373;1280;144;173;3254;370;3269;315;209;4;-;-;550;27;2265;955;3658;955;879
"250650 GURJAO";1239;920;134;185;933;286;20;150;990;99;1214;24;1;-;-;-;101;6;1131;1;1230;168;169
"250660 IBIARA";1734;1205;95;434;1031;29;674;10;1253;471;1626;64;44;-;-;-;681;1;922;130;1715;-;-
"250670 IMACULADA";2809;1529;661;619;1367;136;1306;484;1127;1198;2770;23;16;-;-;-;715;3;2008;83;2685;619;728
"250680 INGA";5369;3940;711;718;3907;1038;424;149;4626;594;5158;130;79;2;-;-;846;21;4192;310;5116;2178;1464
"250690 ITABAIANA";7617;5391;1350;876;5705;1447;465;1597;5308;712;6948;461;151;1;-;56;1768;100;4802;947;7451;13;12
"250700 ITAPORANGA";5560;4162;670;728;3890;335;1335;3200;1048;1312;4950;248;316;4;2;40;3191;57;1376;936;4835;-;-
"250710 ITAPOROROCA";4830;3029;1556;245;2922;895;1013;490;3783;557;4612;147;64;4;-;3;784;196;688;3162;4614;310;255
"250720 ITATUBA";2837;1519;557;761;1594;1107;136;419;2191;227;2634;105;40;-;3;55;145;9;2291;392;2745;1011;885
"250730 JACARAU";4268;2550;1444;274;2144;1438;686;12;3535;721;3493;606;159;-;9;1;1202;28;1526;1512;3996;285;278
"250740 JERICO";2251;1786;414;51;1543;263;445;1334;491;426;2209;25;17;-;-;-;1539;10;690;12;2237;90;100
"250750 JOAO PESSOA";188777;183122;4433;1222;183961;1255;3561;93787;85711;9279;185166;1792;420;141;346;912;87831;1682;11881;87383;184169;10789;4462
"250760 JUAREZ TAVORA";2661;2239;118;304;1943;611;107;213;2236;212;2477;123;61;-;-;-;292;13;2313;43;2646;810;654
"250770 JUAZEIRINHO";4574;2221;408;1945;2624;1499;451;2182;1466;926;4509;44;10;3;6;2;1130;49;2801;594;4392;381;391
"250780 JUNCO DO SERIDO";1920;1360;310;250;1383;201;336;1328;396;196;1917;2;1;-;-;-;385;36;1408;91;1913;733;826
"250790 JURIPIRANGA";2980;2476;249;255;2696;236;48;70;2638;272;2617;230;129;1;1;2;280;62;1758;880;2898;732;708
"250800 JURU";2606;1578;486;542;1475;424;707;193;1632;781;2582;14;5;2;-;3;480;16;1703;407;2458;905;1228
"250810 LAGOA";1343;652;665;26;634;308;401;135;643;565;1143;42;7;-;-;151;719;5;607;12;1340;561;558
"250820 LAGOA DE DENTRO";2222;1297;334;591;1357;610;255;38;2055;129;2203;16;1;-;1;1;524;4;1504;190;2179;290;301
"250830 LAGOA SECA";7572;2912;2793;1867;4222;2589;761;1412;5417;743;7462;72;36;-;1;1;4766;85;1589;1132;7488;1521;1467
"250840 LASTRO";1011;380;446;185;331;315;365;10;523;478;847;79;85;-;-;-;33;2;895;81;998;332;519
"250850 LIVRAMENTO";2235;1058;289;888;1228;601;406;87;1826;322;2093;62;80;-;-;-;196;3;1928;108;2223;587;660
"250855 LOGRADOURO";1249;853;93;303;835;328;86;386;792;71;1198;33;6;-;3;9;207;8;1029;5;1246;2;2
"250860 LUCENA";3036;2400;616;20;2178;388;470;12;2772;252;2614;211;167;9;11;24;496;16;797;1727;2944;390;544
"250870 MAE D'AGUA";1096;948;133;15;995;17;84;156;854;86;1084;5;7;-;-;-;3;-;1093;-;1091;279;309
"250880 MALTA";1762;1559;32;171;1565;148;49;1510;180;72;1711;11;40;-;-;-;948;3;799;12;1739;520;546
"250890 MAMANGUAPE";11575;9160;2329;86;9308;1387;880;169;10941;465;10160;1140;261;10;3;1;4056;92;1883;5544;11176;1590;583
"250900 MANAIRA";2770;1536;820;414;1332;181;1257;141;1506;1123;2584;140;43;-;-;3;1301;9;706;754;2298;174;159
"250905 MARCACAO";2170;1508;635;27;684;1009;477;6;1833;331;1046;547;572;2;2;1;238;39;1074;819;2113;10;7
"250910 MARI";7088;5273;1753;62;5998;922;168;50;6901;137;6970;75;34;5;2;2;1464;44;4134;1446;7024;1642;22
"250915 MARIZOPOLIS";1782;1625;52;105;1392;115;275;75;1512;195;1636;66;78;-;-;2;494;5;1095;188;1391;532;465
"250920 MASSARANDUBA";3496;1755;659;1082;1700;1214;582;350;2630;516;3386;71;39;-;-;-;1834;16;1218;428;3380;502;525
"250930 MATARACA";2171;2001;160;10;1812;140;219;19;2006;146;1720;278;169;-;-;4;103;5;684;1379;2139;52;53
"250933 MATINHAS";1196;203;879;114;197;756;243;135;809;252;1152;28;16;-;-;-;278;14;882;22;1182;309;262
"250939 MATUREIA";1861;1239;111;511;1324;325;212;57;1555;249;1854;7;-;-;-;-;58;-;1789;14;1855;725;786
"250940 MOGEIRO";4747;1788;990;1969;2848;1677;222;30;4196;521;4554;120;56;-;1;16;625;37;2533;1552;4555;2081;2744
"250950 MONTADAS";1520;953;40;527;1028;377;115;803;701;16;1520;-;-;-;-;-;941;3;557;19;1519;255;260
"250960 MONTE HOREBE";1351;836;437;78;803;137;411;765;129;457;1326;14;11;-;-;-;781;6;438;126;1315;83;83
"250970 MONTEIRO";9350;5801;2112;1437;6031;1918;1401;5230;2003;2117;9112;72;68;2;1;95;2102;83;6037;1128;9133;1881;2205
"250980 MULUNGU";2807;1813;392;602;1455;1189;163;73;2431;303;2530;166;90;-;-;21;326;4;2012;465;2732;767;899
"250990 NATUBA";2656;1017;1519;120;912;488;1256;111;1507;1038;2301;169;90;1;-;95;670;12;1679;295;2489;868;913
"251000 NAZAREZINHO";2046;895;328;823;904;200;942;4;1065;977;2028;5;13;-;-;-;113;1;1905;27;2024;-;-
"251010 NOVA FLORESTA";2956;2000;588;368;2737;111;108;43;2853;60;2949;3;-;-;-;4;1097;10;1766;83;2931;320;315
"251020 NOVA OLINDA";1771;1125;503;143;985;563;223;118;1433;220;1759;3;1;-;-;8;20;8;1718;25;1733;797;13
"251030 NOVA PALMEIRA";1228;842;52;334;876;260;92;853;255;120;1224;-;-;-;-;4;431;12;636;149;1220;455;539
"251040 OLHO D'AGUA";1650;549;559;542;411;158;1081;291;508;851;1574;54;22;-;-;-;98;9;1433;110;1505;-;1
"251050 OLIVEDOS";1087;579;2;506;561;455;71;444;513;130;1071;7;7;-;-;2;271;2;794;20;1082;-;-
"251060 OURO VELHO";935;630;258;47;651;232;52;4;835;96;926;4;1;-;2;2;214;4;703;14;913;23;25
"251065 PARARI";602;247;132;223;251;160;191;72;258;272;563;31;8;-;-;-;309;104;189;-;585;22;20
"251070 PASSAGEM";783;676;103;4;684;97;2;606;132;45;779;3;-;-;1;-;5;3;775;-;780;4;9
"251080 PATOS";28454;27477;643;334;27336;703;415;26384;1206;864;28283;74;73;-;20;4;24389;132;1998;1935;28368;-;1
"251090 PAULISTA";3256;1590;905;761;1473;398;1385;627;1425;1204;3019;129;106;1;-;1;1361;14;1615;266;3201;85;70
"251100 PEDRA BRANCA";1056;592;348;116;674;41;341;242;521;293;1004;39;13;-;-;-;62;3;374;617;1031;301;379
"251110 PEDRA LAVRADA";2198;955;47;1196;965;524;709;745;778;675;2164;8;9;-;-;17;392;5;1399;402;2063;744;827
"251120 PEDRAS DE FOGO";7823;4208;3514;101;5086;1748;989;165;7099;559;6584;799;399;1;6;34;1514;29;1390;4890;7536;2087;1952
"251130 PIANCO";4867;3587;621;659;3509;355;1003;1553;2156;1158;4154;415;292;1;4;1;2800;22;1461;584;4789;1170;1227
"251140 PICUI";5955;3956;479;1520;4401;1328;226;3390;1489;1076;5940;-;3;-;-;12;2186;17;2720;1032;5943;2587;2790
"251150 PILAR";3220;2052;1044;124;2130;842;248;163;2890;167;2841;272;101;2;4;-;191;18;2402;609;3170;28;36
"251160 PILOES";1;-;1;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;1;1;-;-
"251170 PILOEZINHOS";1568;891;618;59;906;171;491;10;778;780;1556;7;4;-;1;-;201;20;932;415;1552;285;320
"251180 PIRPIRITUBA";2717;2107;447;163;2097;339;281;1232;1257;228;2680;27;9;-;-;1;1114;12;796;795;2646;134;142
"251190 PITIMBU";4384;2912;1401;71;2762;1506;116;2645;1577;162;3825;445;91;10;5;8;2686;1306;255;137;4286;9;23
"251200 POCINHOS";4996;3040;560;1396;3160;1130;706;1668;2699;629;4939;39;9;-;7;2;1742;63;2846;345;4872;1;1
"251203 POCO DANTAS";1095;436;566;93;394;16;685;81;590;424;1095;-;-;-;-;-;323;17;201;554;1087;133;266
"251207 POCO DE JOSE DE MOURA";1320;536;740;44;544;239;537;432;372;516;1268;32;11;-;-;9;131;1;328;860;1311;211;302
"251210 POMBAL";8825;6985;899;941;6821;1258;746;5011;2580;1234;8734;37;43;-;2;9;6243;26;1299;1257;8775;431;450
"251220 PRATA";1214;801;268;145;805;330;79;145;1017;52;1184;16;14;-;-;-;204;9;953;48;1124;360;350
"251230 PRINCESA ISABEL";5888;4485;925;478;4326;805;757;3684;1294;910;5871;16;-;-;1;-;4144;22;1413;309;5735;17;14
"251240 PUXINANA";3882;1632;888;1362;2021;1744;117;237;3531;114;3869;4;8;1;-;-;1606;94;1906;276;3847;231;222
"251250 QUEIMADAS";12490;8636;549;3305;7974;4016;500;3588;7232;1670;12392;86;8;-;2;2;5411;78;3170;3831;12440;838;322
"251260 QUIXABA";438;188;14;236;193;224;21;185;181;72;437;1;-;-;-;-;4;-;434;-;434;106;113
"251270 REMIGIO";4565;3373;483;709;3459;726;380;2629;1492;444;4258;189;100;2;-;16;3265;25;866;409;4339;616;512
"251272 PEDRO REGIS";1452;1095;247;110;490;575;387;-;1337;115;1419;17;16;-;-;-;322;7;665;458;1445;389;572
"251274 RIACHAO";1034;692;263;79;550;317;167;73;934;27;971;60;-;-;-;3;14;8;1005;7;1030;392;524
"251275 RIACHAO DO BACAMARTE";1220;650;288;282;642;371;207;4;1004;212;1171;34;15;-;-;-;198;7;945;70;1198;-;-
"251276 RIACHAO DO POCO";1355;185;1159;11;305;908;142;3;1304;48;1294;55;5;-;1;-;123;9;283;940;1348;429;2
"251278 RIACHO DE SANTO ANTONIO";570;347;33;190;389;150;31;259;165;146;539;29;2;-;-;-;139;11;403;17;559;220;510
"251280 RIACHO DOS CAVALOS";2329;1091;1223;15;1159;645;525;1011;911;407;2177;85;67;-;-;-;449;9;1193;678;2328;805;952
"251290 RIO TINTO";6955;4946;1882;127;3835;2091;1029;1671;4018;1266;5615;855;434;15;10;26;2157;81;2348;2369;6538;1;1
"251300 SALGADINHO";860;81;735;44;85;429;346;86;480;294;811;23;10;-;-;16;165;13;516;166;839;-;-
"251310 SALGADO DE SAO FELIX";3726;2096;966;664;1981;1109;636;42;3138;546;3463;205;57;1;-;-;587;10;2204;925;3502;1491;1497
"251315 SANTA CECILIA";2092;1;64;2027;654;1122;316;1;1353;738;2077;12;3;-;-;-;179;12;1511;390;2076;635;134
"251320 SANTA CRUZ";2002;1261;686;55;1156;129;717;177;1205;620;1956;24;22;-;-;-;774;21;509;698;1903;403;439
"251330 SANTA HELENA";2399;1119;1263;17;1483;619;297;86;1840;473;2325;49;21;-;4;-;245;8;1515;631;2278;344;320
"251335 SANTA INES";867;344;378;145;342;15;510;3;388;476;634;136;86;-;1;10;147;4;578;138;828;157;9
"251340 SANTA LUZIA";4226;3820;258;148;3852;310;64;3720;357;149;4158;36;28;3;1;-;740;13;3084;389;4216;1127;61
"251350 SANTANA DE MANGUEIRA";1476;672;722;82;586;119;771;24;724;728;1236;163;68;6;3;-;138;18;1149;171;1379;62;65
"251360 SANTANA DOS GARROTES";2117;1173;681;263;1022;313;782;17;1330;770;2084;17;16;-;-;-;51;17;1800;249;1967;633;643
"251365 JOCA CLAUDINO";818;669;64;85;659;67;92;62;681;75;816;1;1;-;-;-;252;-;566;-;811;334;551
"251370 SANTA RITA";31845;24752;6206;887;28315;1576;1954;2660;27291;1894;28798;2133;747;14;12;141;9939;353;7727;13826;30853;189;26
"251380 SANTA TERESINHA";1427;819;584;24;769;608;50;783;623;21;1422;1;4;-;-;-;421;62;932;12;1417;9;4
"251385 SANTO ANDRE";888;13;310;565;296;462;130;8;666;214;851;9;5;-;-;23;55;8;803;22;857;177;187
"251390 SAO BENTO";8458;7340;859;259;7111;419;928;4948;2639;871;8322;41;92;-;3;-;2076;6;3171;3205;8442;463;74
"251392 SAO BENTINHO";1103;847;225;31;848;199;56;650;361;92;1097;6;-;-;-;-;936;17;149;1;1071;461;1099
"251394 SAO DOMINGOS DO CARIRI";885;496;264;125;387;377;121;260;335;290;879;6;-;-;-;-;292;7;528;58;793;253;261
"251396 SAO DOMINGOS";875;438;374;63;431;370;74;428;209;238;823;52;-;-;-;-;333;6;506;30;860;-;-
"251400 SAO JOAO DO CARIRI";1307;655;340;312;672;338;297;590;244;473;1253;35;16;-;-;3;389;27;883;8;1251;245;244
"251410 SAO JOAO DO TIGRE";1358;298;589;471;404;480;474;423;371;564;1346;5;6;-;-;1;95;2;1085;176;1329;368;504
"251420 SAO JOSE DA LAGOA TAPADA";2341;1270;849;222;1150;221;970;285;1421;635;2134;99;107;-;-;1;1145;97;1006;93;2278;1136;1136
"251430 SAO JOSE DE CAIANA";1565;655;22;888;668;13;884;192;488;885;1251;249;65;-;-;-;455;87;465;558;1236;123;170
"251440 SAO JOSE DE ESPINHARAS";1412;487;630;295;487;749;176;427;793;192;1373;17;22;-;-;-;210;-;1179;23;1394;404;635
"251445 SAO JOSE DOS RAMOS";1559;639;359;561;712;841;6;3;1496;60;1286;69;193;2;-;9;11;13;1427;108;1517;29;32
"251450 SAO JOSE DE PIRANHAS";5418;3290;1781;347;3292;1369;757;3071;1079;1268;5229;99;79;-;-;11;2151;12;2991;264;5397;1432;33
"251455 SAO JOSE DE PRINCESA";1115;128;969;18;153;489;473;25;460;630;1082;12;1;-;1;19;181;10;917;7;1051;365;445
"251460 SAO JOSE DO BONFIM";942;432;309;201;472;318;152;186;599;157;889;24;29;-;-;-;9;-;931;2;934;18;28
"251465 SAO JOSE DO BREJO DO CRUZ";468;95;73;300;257;27;184;20;259;189;398;26;43;-;1;-;5;2;379;82;455;123;169
"251470 SAO JOSE DO SABUGI";1173;781;330;62;784;257;132;778;278;117;1158;9;5;-;1;-;233;10;848;82;1137;337;409
"251490 SAO MAMEDE";2369;1750;520;99;1763;454;152;1692;620;57;2349;10;9;1;-;-;474;1;1648;246;2342;535;792
